Name,Comment,Date
wab172uk,"I had to wait 2 months after my car arrived at the dealership, due to the amp problem. So it might have been a day out for the inconvenience?","July 02, 2023"
Ian.g,"Interesting to read... I moved from a Macan to a Taycan 18 months ago and am a convert! The driving dynamics are just so much better than a petrol car, there is no getting away from that. Most charging is at home. I have used very little public charging. Never visit a petrol station, which can only be good. And recent fall in electricity rates with overnight charging costs about 3p/mile or a bit less when charging at home.Obviously they aren't for everyone - I fully accept that. If you drive 200+ miles on a regular basis with no charging at the other end before you come back (or even 120 miles then back the same day) then stick to ICE - definitely. But if you don't often drive that sort of distance, the improved driving dynamics make for a much better experience every time you go out.  And as MCDK says above, they are so fast. A Macan seems slow and unresponsive by comparison (sorry, but this is the case - I had a GTS loaner for a day and even that seemed pedestrian).It looks like you had the rear wheel drive version... is that correct? It probably seemed quick compared to your Macan, but is the slowest Taycan. However it probably seems fast because of the instant torque available.Interesting development recently about eco fuels and the EU pushing back the deadline for no new ICE. We will see what happens! Enjoy your Macan... And MCDK and I will enjoy our Taycans!","July 02, 2023"
Nuclear Nick,"Has it been reliable Ian? Did it fall foul of the heater failure issue that affected many cars?I really liked the one I tried, so much so that I got very close to placing an order, but SWMBO was against it mainly due to us already having the 911 and our dire experience of public charging knocked it on the head.","July 03, 2023"
Jon A,"Was inspired to look at Taycans on the website yesterday as I think they are really nice cars. My word, the depreciation appears eye watering - £120k cars with a £40k drop at a year old, and that’s at Porsche!!Not quite sure if this means they are bargains, over priced in the first place or just best avoided altogether…","July 03, 2023"
wab172uk,"Yeah, it was the RWD version. So what, 326bhp? Felt very nippy for 326bhp especially as the car is probably over 2 Tonnes. It felt faster at slower speeds, and you could feel it wasn't as punchy at higher speeds. Did a few launches, and wasn't that impressed, as expected it to be faster. But I wasn't aware at the time what version I had.I expect a GTS, Turbo, & Turbo S to be in a completely different league.One thing we did notice however, which I should have told the dealer about, was at one stage all the screens went blank. Only lasted a couple minutes, and it must have re-booted. Luckily the speedo screen stayed on, but everything else went blank.","July 03, 2023"
MCDK,Not sure about a 40k drop on a year old Taycan. Would need to see which model but maybe a very heavily optioned up 4S which is never a good plan no matter which model of car.My GTS ST was £121k and the Porsche value after 3 years is £70k so at worst that’s £50k in 3 years and we all know Porsche finance will be playing it safe.,"July 03, 2023"
Jon A,GTS might fair a little better but just put a two month old cross T 4s into finance calculator and that’s saying  £56k final option payment in 36 months. Car is £105k but was £121k new in April…Most others follow similar pattern particularly sports tourismo’s which seem even worse!Probably just a symptom of used EV market falling quite steeply at the moment. It does make a nearly new Taycan look like good value tbh (as long as used EV  prices don’t continue to crash),"July 03, 2023"
Paul1970,Suspect  the low GFVs are a result of a) fast movement in battery tech which may make a 200 or 300 mile range untouchable in a few years  b) the limited number of people who will be in the market for a £60k 3 year old electric car and c) the fact that these cars will never have the classic status that say a 911 has. I can’t ever see there being a market for a 20 year old Taycan.Overall anyone who buys an electric car outright is either rich or mad since there is a huge risk around equity. Far better to let the manufacturer take on the depreciation risk whilst tech moves so fast and the 2nd hand demand is unknown.,"July 03, 2023"
wab172uk,"Most EV's especially high ticket items like the Taycan will be company cars. Kept for 1-2-3 years then move onto the next new car. So battery tech will always be there when buying new, and not keeping long term.The second hand market (we are already seeing it) will be flooded with cars no one wants, due to the old battery tech. So what happens then? Cars scrapped? Not very eco-friendly. New batteries installed? Who pays for that?The 2030 (2035 in Europe) ban should be scrapped, and manufactures should have been allowed to develop some EV cars, that would appeal to the company car buyer. The rest of us use ICE cars until either EV's get good range,  infrastructure put in to accommodate all these new EV's, Charging is as quick as filling up with petrol, or better alternatives are developed.It feels like EV technology is still in it's infancy, yet manufacturers are being forced to spew these cars out without any consideration of the consequences.  This is what happens when politicians force through their believes on the people. Never thought out, and implemented poorly.It still feels like we are in the Betamax V VHS era, with the only money being spent is developing the Betamax.","July 03, 2023"
MCDK,"Seems hard to believe but some people actually like the way an EV drives and thus would be happy to buy one at 3 years old. Why wouldn’t they, especially with a manufacturers warranty to cover any issue. Battery warranty is something like 7 or 8 years anyway.","July 03, 2023"
andreas,"Tesla battery warranty guarantees at least 70% capacity after 8 years or 120K miles.  In practice, Model S/X batteries are retaining 90% capacity after 200K miles.","July 03, 2023"
Jon A,"I agree and like very much the way an EV drives. I think there is a difference between a company car and buying privately though.If I buy a three year old EV with 30k miles and then put another 30k on it, it starting to get fairly close to the end of battery warranty period (albeit in this example another 20k miles). The problem is when the batteries do give up the ghost, the car is an instant write off due to cost of replacement. This means second owners are in danger of owning a practically worthless car even with 60k miles on the clock, even though the batteries may last longer than 80k miles - who would pay more than tuppence ha’penny to find out??This is contributing to EV used values among other things - these cars have got to come down in price to be viable on the used market not to mention the depreciation to the new private buyer?","July 03, 2023"
andreas,Tesla batteries have a useful life of 300K to 500K miles.  One factor which extends battery life is avoiding rapid charging.,"July 03, 2023"
wab172uk,"Do you get commission on every EV sold?  Or just trying to impress Greta?Seriously though, all the points raised regarding second hand EV's are entirely relevant. Unfortunately those who are all for EV's can't see or accept any disadvantages or other peoples concern's.There's a few on PH. If you don't embrace Electric cars 100%, then you're the devil himself.","July 03, 2023"
Jon A,"I think those numbers come from a tweet by Elon Musk AndreasHowever, it really doesn’t matter how long they might last, it’s more how long they are warranted for - anything after that is just risk?Either way, it’s certainly a perceived weaknesses, not least by the warranty insurers!I’m certain this will be one of many issues that will be solved in time…","July 03, 2023"
SAC1,"EVs are a bigger insurance risk too. So premiums are much higher than the equivalent ICE vehicle.If it's a company car, then not your personal additional cost. But another factor to bear in mind for private buyers.Yes I know there's no road tax for EVs, but that will change in the future.","July 03, 2023"
andreas,"Yes, I think he claimed those figures.Here's a snippet from an article (link below)...With over a million Tesla vehicles sold, there are several real-life examples of owners racking up huge mileage. Twitter user gem8mingen drives a 2013 Tesla Model S P85 that has reached over one million miles, with the original battery pack replaced at 180,000 miles.Tesloop, a former shuttle service company in California, was one of the first to run a 2016 Model X 90D past 300,000 miles back in 2018. That electric SUV mostly relied on DC fast charging, which can degrade batteries quicker, and yet the company reported just 12.6 percent battery degradation with most of that occurring in the first nine months of service.The Maiden Voyage blog has been sharing one owner's experience with a 2018 Tesla Model 3 Long Range RWD that reached the 200,000 miles mark with 13.7 percent degradation. One MotorTrend reader, Cory, shared with us that his 2018 Model 3 Long Range had crossed the 100,000-mile mark in late June 2022 with around 7 percent capacity loss.https://www.motortrend.com/features/how ... tery-last/","July 03, 2023"
andreas,I wish!,"July 03, 2023"
wab172uk,"Another thing with EV's are there weight. Several multi storey car parks are now refusing entry, as they weren't designed to have every car at over 2 Tonnes. And I doubt anyone will pay to have their multi storey car park strengthened.And there is also the fire risk regarding EV's. I know every EV evangelist refuses to acknowledge EVs catch fire. But they do. Plenty of stories on-line, which amazingly the MSM chose to ignore??  Once this becomes more common, insurance with rise for EV customers. And what happens if an EV catches fire while charging in a multi storey car park? it'll probably burn every car in there to the ground.My house has a car port, which our bedroom is above. There is no way on gods earth I would leave an EV under there charging up. More so through the night while we slept.","July 03, 2023"
Jon A,"Indeed, but as I said, nobody in their right mind is going to shell out big money on a high mileage EV just in case it doesn’t follow the pattern of the 3 cars mentioned particularly unwarranted?Conversely, it might make a 100k mile Tesla a great buy, who knows??","July 03, 2023"
andreas,"Tesla has its own insurance product, currently only available in the US, I think.  As you'd expect, it's very sophisticated, and uses real-time data from the car to determine how ""safe"" the driver is, in order to set the premium.  Better drivers get quoted lower premiums.  Cunning!","July 03, 2023"
wab172uk,"The most pointless way to determine anyones insurance premium. How often do we see drivers driving slowly, but poorly. Almost (and sometimes) leaving a trail of destruction behind them as people crash trying to avoid them. But hey, they stick to 25 in a 30, so clearly safe.","July 03, 2023"
andreas,"From an insurer's perspective, it isn't pointless at all.","July 03, 2023"
MCDK,I think I might actually have heard of ICE cars sometimes going on fire and apparently their engines and gearboxes have even been known to wear out and need replaced at high cost,"July 03, 2023"
wab172uk,True. But they don't burn for days or just catch fire while stood there doing nothing.,"July 04, 2023"
neilj007,"This must be mis-priced - a 6 month old Turbo for nearly £25k below list...others on the used site are way morehttps://finder.porsche.com/gb/en-GB/det ... der=newestI called my SE - yep, it's available at that price!!","July 04, 2023"
wab172uk,He now thinks you're interested. He'll be badgering you every 5 minutes to get rid of a car that won't sell.,"July 04, 2023"
Wing Commander,"it’s a nice looking car, but no, I’m not interested.","July 04, 2023"
neilj007,"I told him I'll wait until the end of the month... lolIt has a GFV of £63k after 4 years and 40k miles.I like the colcour, my wife hates it. Been there, done that with a taycan...not sure I want to go there again","July 04, 2023"
Jon A,The ST’s seem worse affected of all by depreciation. CT’s not much better but buying a new one of these at the moment (privately) is going to cost big time it seems…,"July 04, 2023"
wab172uk,I doubt anyone will be buying these privately. Or at least not many.911's on the other hand ......,"July 04, 2023"
Jon A,Yes you are probably right there. Lovely car but would take a 911 over one of these in a heartbeat,"July 04, 2023"
Wing Commander,"It does seem odd, as I think that the ST is a good looking wagon, and a bit more practical than the saloon.","July 04, 2023"
Ian.g,"So to answer a few questions... So far it has been reliable. I have actually had 2. I started with a 4S and at the time there was a massive chip shortage then the waits went up to >1 year so I put down a deposit on a second one. Couldn't get a 4S in a sensible timescale so ordered a Turbo. My thinking was that there would be little or no depreciation. I was correct - only 5k in 10 months. Now of course is a different story and my current plan is to keep the Turbo for a long time. Bought through a limited company so the depreciation is tax free. Over 5-6 years it will still be a lot of money but more palatable than a short term exchange at the moment.My heater works fine although I accept it could pack up. As per the loaner described, my screens occasionally go blank and re-boot. In the past it has periodically forgotten my radio favourites but that bug seems to have been sorted now. There are a few quirks, but so far nothing has stopped it driving. The 4S did spend some time getting a communication issue sorted out. I think it eventually had an electronic bit unplugged to reset it.Both cars have been fantastic to drive. If you spend some time on the Taycan forum you will see that the RWD is probably software limited and a lot slower than the others. The 4S drops the 0-62 down to 4 seconds (I think RWD is 5.4) and Turbo down to 3.2.Currently the 4S I sold has caught up the depreciation I never had and the difference between my old 4S and the Turbo remains the same as the difference between the new purchase prices (Autotrader figures). I suspect this is because I had to add £15k extras to the 4S but only £5k to the Turbo to get the same spec due to the standard Turbo spec being higher. Also got various extras that I didn't spec on the 4S. Like warp speed accelerationI have to say that the cars are just awesome to drive. They are not going to handle as well as a 911 due to their weight, but the responsiveness is like driving around with the sport response button pressed all of the time. And when you want it to go, it really goes.I do think that the whole electric thing is not quite ready for everyone yet, but since I do relatively few long journeys and have charging at home it is great for my use. The 4 seats are good as I can take people in the car easily. I recently went to Liverpool for a meeting - 3 of us went up and stayed for a few days and 4 came back in the car, no problems. There were strict instructions to limit luggage size though!Now I have moved to a night time EV tariff the charging costs have dropped to ~3p/mile and it is easy to plug in at home. My charger is set to connect overnight and it works well.I have no regrets buying either Taycan. If you think the electric could work for you then there are probably quite a lot of 1-2 year old cars around at a very good price. I doubt you would regret it!","July 04, 2023"
Jon A,"Great write up Ian, very informative and balanced. I have admired Taycans for some time and have driven one and loved it!My circumstances are similar to yours so running costs and ease of use will not be a problem - where we differ is that I would be a private buyer and depreciation will play a part as I doubt it would be particularly long term.My only other concern is that it has a great party trick with its acceleration but lacks a little “soul” or drama at least for me.Having said all that I think they look great and the interior is a fabulous place to be so swings and roundabouts.Still probably best EV around and that’s saying something given how many get launched weekly it would seem","July 04, 2023"
MCDK,"I’m also a private buyer. My decision was based upon wanting another Porsche, needing space for two teenagers and 2 small dogs and wanting a car rather than a SUV. the fact it runs on electric isn’t my reason but having another EV for the last two years I do enjoy the instant power and low running costs. Would love a 911 but it doesn’t suit my current needs.","July 04, 2023"
Ian.g,"Similar to me. The Taycan is more usable than a 911 due to proper rear seats. If I hadn’t liked the Taycan I would have gone with a 911, but it wasn’t quite practical enough for my needs. Although a 911 would be fantastic to own I get more out of the Taycan because I can use it more due to the rear seats - adults just won’t sit in the back of a 911 for anything other than a short journey. It is probably the only car that would tempt me back from an EV though!","July 04, 2023"
AndyC160,One thing that i think is great about the taycan and really stands out for me (and which surprisingly never seems to get mentioned in reviews) is the view out of the windscreen...seeing the front wings curve up and over the wheels is very '60s sportcar-esque. Reminded me of the view out of my elise when I first sat in a taycan which I obviously thought was fantastic!,"July 04, 2023"
wab172uk,"It's a good looking car. Now it it came with a 2.9l Twin Turbo V6 under the bonnet, I'd be very keen.","July 05, 2023"
AllanG,Well wouldn’t that be the Panamera Sport Turismo model?,"July 05, 2023"
wab172uk,"Yes, but the Panamera is far uglier. Hence my comment.","July 05, 2023"
andreas,"It's subjective.  I think the Panamera ST is better looking than the Taycan ST.  Conversely, I prefer the Taycan saloon to the Panamera saloon.","July 05, 2023"
AllanG,Think I agree with your views.,"July 05, 2023"
bennachie,Been lurking on a Taycan 4 CT for a while.......just binned the idea completely as my insurance quote has quadrupled; I am simply not prepared to pay well into 4 figures to insure a vehicle......,"July 05, 2023"
bennachie,No wonder there are few non business purchasers... allegedley,"July 05, 2023"
wab172uk,"Lots of chatter on-line regarding insurance soring. Think the insurance industry is now jumping on the band wagon.Push up prices and blame inflation, interest rates, Ukraine, and next door neighbour cat dying.Big business sees the current situation to make huge profits.","July 05, 2023"
Wing Commander,Beauty is in the eye of the beholder.I think it’s a handsome car.,"July 05, 2023"
2japs,definitely handsome from that angle,"July 05, 2023"
MCDK,£600 for my insurance which can’t be bad for a car with almost 600 bhp and costs over £120k. That cover was purchased 2 weeks ago. Also it was a lot cheaper to go with a single car policy rather than add to my multi car policy.,"July 05, 2023"
Ian.g,Who did you insure with? That certainly sounds a good price for a Taycan GTS,"July 05, 2023"
Paul1970,Jesus. I’ve just paid £600 for a shitty electric Peugeot and £1k for my Cayenne. Prices up by 30-50% since last renewal and electric cars up by the most. So that sounds like an incredible deal.,"July 05, 2023"
bennachie,Wowser,"July 05, 2023"
MCDK,I’m with Admiral. 20 years no claims helps I’m sure,"July 05, 2023"
Paul1970,I’m also with Admiral with max NCB. But live in London which doesn’t help,"July 05, 2023"
bennachie,The Admiral quote is 1337.............Macan currently 345..............Hmmmm.,"July 05, 2023"
bennachie,Aviva - who underwrite Porsche Insurance won't even insure me!!!!,"July 05, 2023"
MCDK,Wonder why your Admiral quote is so high. Is that quote as an extra car to the Macan or as a replacement? If it’s an extra then they maybe aren’t applying any or not enough NCB. I did have an argument with them over that issue as they dropped a NCB I had built up on another car when it came into the multicar policy. Hence why I was happy to get that NCB re established and start the Taycan on its own policy.,"July 06, 2023"
SAC1,"Another aspect of EV insurance premiums....""Electric vehicles claims are 25% higher than petrol cars""https://www.msn.com/en-gb/cars/news/ele ... kbar&ei=19","July 06, 2023"
Jon A,I could only use my NCB on one of the cars in our Admiral multi car. They initially applied it to the Kia but I asked for it to be swapped to the Macan instead.The Kia premium went up by about £35 but the Macan came down by about £200 so lesson learned - check which vehicle it’s applied to and make sure it’s where it does the most good,"July 06, 2023"
Neil1911,UK insurance is little better than a scam! IMHO,"July 06, 2023"
Jon A,1,"July 06, 2023"
wab172uk,"Yeah, the other aspect of EV ownership the media like to keep quite about.","July 06, 2023"
neilj007,"And these bits...Batteries can make up half of an EV's cost and Thatcham found a replacement battery can cost more than the used price of the vehicle after only one year, making replacing them uneconomical.Due to their potential fire risk, damaged EVs awaiting repair must be stored outside at least 15 metres (49 ft) from other objects.An outside facility for 100 fossil-fuel cars today would have space to safely quarantine just two EVs, Thatcham said.","July 06, 2023"
wab172uk,Conspiracy theory. EV's are gooder than ICE cars,"July 06, 2023"
Skyway,Wont be long before Dieselgate is replaced by EVgate.  Probably find sitting on all those batteries is gradually radiating the passengers,"July 06, 2023"
wab172uk,And the fact they can't fully recycle them.Luckily we know how to solve the next climate emergency. More Tax and force people to sell / scrap perfectly good cars and buy something far more expensive. Climate crisis solved,"July 06, 2023"
andreas,"You need to look at Redwood Materials, a battery recycling company set up by JB Straubel (who was Chief Technology Officer at Tesla for 15 years).  They're recycling batteriesnow.https://www.redwoodmaterials.com/","July 06, 2023"
Ian.g,I do like to come back to the Macan forum from time to time. It amuses me how anti-EV so many of you are. I really can’t be bothered to try and debunk some of the myths though. So just enjoy your EV bashing and I will enjoy driving mine,"July 06, 2023"
Wing Commander,"Hoping that your Taycan remains reliable & trouble-free, Ian!Enjoy.Cheers,","July 06, 2023"
Skyway,What amazes me on this ‘Macan’ forum is why so many advocates are still driving their gas guzzling environmentally unfriendly Macans and not an EV,"July 06, 2023"
Ian.g,"Yes, well, obviously I am hoping that as well!","July 06, 2023"
Mistyone,Did you know that having  your tyres or windscreen wipers etc. renewed by anywhere other than an OPC  invalidates your extended Warranty.Anyone had a problem with their OPC regarding this?,"November 19, 2022"
AllanG,Where did you hear this…which OPC?,"November 19, 2022"
Skyway,Sounds nonsense to me. U.K. consumer rights wouldn’t allow this.,"November 19, 2022"
andreas,"The Porsche extended warranty is an insurance contract with a German insurance company.  The contract specifies that service, repair and maintenance work has to be carried out by a Porsche dealer or a Porsche Service dealer.","November 19, 2022"
Skyway,Still has to comply with consumer law in the U.K. No way do  you need to use Porsche to replace tyres and windscreen wipers. They just need to comply with the cars spec.,"November 19, 2022"
Jon A,Sounds like the drivelometer just hit 11 again.,"November 19, 2022"
NickP,I have had two new windscreens and many tyres replaced (still Porsche N rated) outside of dealer network and not had any queries with subsequent warranty claims.,"November 19, 2022"
wab172uk,"Even tyres? That sounds extreme to me.I never pay for tyres at a dealership, as they cost way more than independent tyre fitting companies, and always want to change your tyres at 2.5-3mm.Is that for extended warranty only, or 3 year manufacture warrant?","November 21, 2022"
Nuclear Nick,Please can you reproduce the relevant paras for us?,"November 21, 2022"
andreas,Para 2(c) gives them a free hand to decline claims.,"November 21, 2022"
Skyway,Only if the very component that’s failed has evidence of being repaired by someone else. That seems fair enough.,"November 21, 2022"
Nuclear Nick,Thanks Andreas. Same as my policy so at least consistent!I read that as saying 2c only applies if it has caused the defect for which a claim is being made. It is not saying that any and all future claims are invalid if non OPC work has been carried out on the vehicle.,"November 21, 2022"
gpmac,"Hi AllThe renewal for the extended warranty on my Macan is due 30th December 2022, can I renew this say next week without Porsche inspection or is an inspection compulsory?","November 26, 2022"
paulmac,You can renew early and I did this earlier in the year to avoid the recent price rise.As long as you have an existing policy you can now renew without inspection.Paul,"November 26, 2022"
Skyway,Does that include moving straight from the manufacturers warranty in a car with full OPC service history?,"November 26, 2022"
gpmac,Thanks Paul & much appreciated,"November 26, 2022"
Neil1911,"Yes, I did that for 1 September.  They will want to see the V5 but not the necessarily the car, I nearly forgot to sort it and was in Scotland and not due back until after expiry on 31 August.  My wife popped into the OPC with the V5 and a credit card and presto! Done.","November 26, 2022"
Skyway,Excellent,"November 26, 2022"
Jon A,"Long story short. Boxster due main service, OPC quoted £1,465. Joke.Indy quoted £589 same things done (spark plugs, oil change, brake fluid etc.)The car is under extended warranty and downloaded the above wording and sent to OPC for exact clarification. They admitted that it is slightly (and deliberately) ambiguous wording but confirmed that this means that only a warranted failure CAUSED by a service outside the network would create an invalidation.I have decided that it is unlikely an oil change and new spark plugs will CAUSE a failure so will go with the Indy using OEM parts.Don’t be afraid to challenge these warranty myths and misperceptions folks and be robust!","July 05, 2023"
crockers,As I read that - if the servicing by the Indi did cause the failure then he would be liable for the repair. Let's hope he tightens the oil drain plug correctly,"July 05, 2023"
andreas,"That makes more sense, but it's still going to be down to an individual OPC's interpretation, I think.","July 06, 2023"
HertsMacan,"If damage was caused by incompetence like not tightening oil drain properly, then it would not be covered by warranty regardless of whether an OPC or indi performed the work. That would be a case of negligence and for the original garage to fix. No more likely an OPC will accept liability than a good indi. May as well save yourself a packet on the charges in the first place and go indi.","July 06, 2023"
CKMAC,"I am trying to find the 19-inch collapsible spare wheel set for the Gen 1 GTS. However, the SE told me that you can't order it from the OPC.  Is that true?Where can I get it as I am struggling to find one online?","July 05, 2023"
penport,This is what I've got - just about fits in the well - had to use a while back and it did the job very well indeedhttps://www.roadhero.co.uk/,"July 05, 2023"
CKMAC,I assume this will fit with the Bose amplifier in place?Is there enough space left for the tool kit?,"July 05, 2023"
Skyway,I keep toying with whether to purchase this one but not sure having it provides any benefit as I’d still need to use Porsche Assist anyway to fit it.https://www.thewheelshop.co.uk/product/ ... cover-bag/,"July 05, 2023"
CKMAC,Would you mind to show me a photo how the wheel and the tool kit fitting within the well? Thanks.,"July 05, 2023"
penport,Here you go.As mentioned you do need to remove the Bose subwoofer. There’s a slight bulge under the floor (hopefully shown in the photo) but in practice this isn’t an issue - especially if like me you have a boot liner.Hope that helps.,"July 05, 2023"
2japs,"I bought one from the wheel shop for my previous S3, very good , considered getting for my Macan but it not fitting in the boot has put me off.","July 05, 2023"
Skyway,"Yeah, know what you mean. It’s a dilemma.","July 05, 2023"
CKMAC,Thank you for the photo. But where do you put the Bose subwoofer?,"July 05, 2023"
penport,It’s on a shelf in my garage,"July 05, 2023"
Skyway,Not really an option if you had to remove a significant component of the Bose system.,"July 05, 2023"
Simonsti,We finally picked up our Macan GTS on Saturday from Porsche Chester.Had Range Rover Sports since 2006 so it has big boots to fill.We shall be keeping this long term so it was specced with everything we wanted.Loving it so far.,"June 20, 2023"
Jon A,"Absolutely stunning Simonsti, probably the best version I’ve seen so far, love it","June 20, 2023"
MoonageMin,Lovely!,"June 20, 2023"
