Name,Comment,Date
punkymonkey666,"Another Misano blue Stelvio this morning driving away from Chris Variava's. Colour is awesome, but I don't like the visible pea-shooter exhausts inside the chrome finishers. Looks a bit try-hard.","October 31, 2017"
TheGrimJeeper,"Grey coloured one, parked with its arse hanging out into the road. :thumbs:","November 1, 2017"
Alfisti Luso,what I find strange is that misano wasn't on the options list last time I daydreamed about it. There was a green thou!! I think lthe last time I saw a green Alfa was my dad's 33 in 1991!!,"November 2, 2017"
Giulietta 64,"In Belgium, you can choose a green one in the configurator.The green one was in Geneva only at the opening for the press, the day after it was gone.","November 7, 2017"
JTD_Liam,"Green is on the UK configurator now I believe, which is good, as I rather like it! It only appeared recently though. Misano Blue wasn't on there the last time I looked though - very odd considering how many Stelvio dealer demo's are Misano!onder:","November 8, 2017"
Ruskins,loving the green!,"November 9, 2017"
David P,"Time for the AO COTY, see here for details, rules & to submit your nominationshttp://www.alfaowner.com/Forum/gene...r-of-the-year-2017-the-nomination-thread.htmlThere's also a prize for the nominators","November 13, 2017"
gazza82,There was one on the AROC stand at the Classic car show ..There was a man sticking a piece of paper on the tailgate to warn everyone the battery was flat so don't shut it! :rotate:,"November 13, 2017"
cheesemaster,"First spot in the wild (for me, at least)...Vesuvio Grey, I think - M25, anti clockwise between the M40/M4 junction this morning. I was going in the opposite direction in my 3 day old Alfa red Giulia. No time for waving or flashing because both directions were moving quite freely, for a change!","November 14, 2017"
tpmmpt,ive seen a tv advert for the 1st time!,"November 16, 2017"
Top Down,Saw a black one 3 or 4 cars in front of me before I turned off on the A27 Chichester bypass this morning.,"November 20, 2017"
osney,"Saw my first Stelvio yesterday. Lovely metallic black with red leather interior. Admittedly it was at the dealers - Arnold Clark in Linwood. In other news, I saw my first Giulia yesterday too. Alfas are very thin on the ground in these parts.","November 28, 2017"
raul,Saw one in Maple Cross bucks last weekSent from my HTC 10 using Tapatalk,"November 28, 2017"
David P,"Saw a Stelvio ad on Discovery channel during ""Fast N' Loud""","December 3, 2017"
David P,We are now accepting nominations formembers own Alfas for the AO Car Of The Year 2017http://www.alfaowner.com/Forum/gene...r-of-the-year-2017-the-nomination-thread.html,"December 4, 2017"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
Alfamack,"Saw my first one on Saturday, just north of Audlem, took me by surprise but was driven by an older gent. Looked great.","December 11, 2017"
cue2,"Saw my first Stelvio out of captivity in this country, in Chiselhurst, and in White it stood out.","December 14, 2017"
David P,"Last chance to enter, entries close Wednesday at midnight.http://www.alfaowner.com/Forum/gene...r-of-the-year-2017-the-nomination-thread.html","December 17, 2017"
David P,Time to vote for the AO COTY 2017http://www.alfaowner.com/Forum/poll-room/1126169-ao-car-of-the-year-2017-the-voting-thread.html,"December 22, 2017"
JARstelvio,"There has been one in my driveway since the middle of November 2017, a 280hp Speciale, in Red of course! It's fabulous, and I'm having great fun with it. Being new to AR still find the slight 'jumping' or 'scrubbing' of the front tyres (due to steering geometry) on sharp lock a bit strange, but brilliant to drive! Love it!","December 30, 2017"
DanGTV6,Saw a white one in Leicester yesterday..,"January 8, 2018"
TheGrimJeeper,"Black QV (QF,QWhatever)Hubba.Hubba.","January 17, 2018"
cue2,"Is that Stelvio out already?Saw a few Stelvia today, but I was at the local Alfa dealers.","January 17, 2018"
PapaSmurf,"TheGrimJeeper said:Black QV (QF,QWhatever)Hubba.Hubba.Click to expand...Full Gangsta modeOut in Europe.","January 17, 2018"
TheGrimJeeper,It's at these times I have to catch myself not to pullup alongside and wave. (Being in a non-Alfa.),"January 17, 2018"
David P,The Detailing Competition poll closes midday Wednesdayhttp://www.alfaowner.com/Forum/poll-room/1129570-ao-detailing-car-of-the-year-2017-a.html,"January 26, 2018"
David P,I saw a Stelvio ad during Blue Bloods on Sky Atlantic tonight.,"January 27, 2018"
PR,The new trailer for the BBC2 topgear has Matt LeBlanc bouncing over a field at some rate of knots in a Stelvio..,"February 5, 2018"
punkymonkey666,Misano Stelvio Quad on Grand Tour this week - looks great!,"February 9, 2018"
cue2,Looks like a potential character for Cars 4!What would his name be?,"February 9, 2018"
Ruskins,Finally saw one! Dark blue in reading 16.30ish today,"February 12, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
jparkin486,"A red Stelvio on the M18 around lunchtime heading away from the M1.Surprising that driving from Tadcaster to Basingstoke today only saw this Stelvio, one Giulietta and 1 159. Must be all garaged up avoiding the salt on the road! (Saw more gritters than Alfa's :surprisedJ","February 12, 2018"
David P,"March Detailing competition now open for entrieshttp://www.alfaowner.com/Forum/car-detailing/1115738-march-2018-detailing-competition-entries.htmlDon't let the title put you off, it doesn't have to be a full detail, a wash & a clean will do, if the car looks good take some pics & submit them, please include some info on what you have done to the car :thumbs:Check out the updated rules herehttp://www.alfaowner.com/Forum/car-detailing/745785-monthly-detailing-competition-rules.html","March 3, 2018"
cheesemaster,"Black (or a very dark grey), coming round the M25 between M40 and M4 this morning. Couldn't tell what model as I didn't spot anything on the wings, but I don't know if the Stelvios are as easy to differentiate as Guilias (cloverleaf badge, ""veloce"" etc)First 18 plate I've seen of any make/model - made my day that it was an Alfa!","March 6, 2018"
TheGrimJeeper,White one with a sunrooof today.,"March 6, 2018"
cue2,I saw the Stelvio yesterday. It was on the M25.,"March 7, 2018"
stuart1714,"Saw my first one in the wild today in Warrington. A contractor who used to work for us and lives near the office visited us with a 280 Bhp red one so I had a good look around it.I was surprised this chap bought it, I wouldn’t have pegged him as an Alfa driver. He’s generally not too fussed about his cars but went out his way to get a Stelvio. He’s the type of person Alfa needs to attract if they want to make the brand a success.I also informed him he has to wave at passing Alfa drivers.","March 9, 2018"
j20eyk,"Very, very nice Black Milano on Trinity Way, Manchester tonight approx 6pm. First one in the wild and it looked spot on, much to my surprise!Clocked it in my side mirror coming up and gave the thumbs up out my window as it went past. No acknowledgement backSent from my ONEPLUS A5000 using Tapatalk","March 10, 2018"
David P,A couple Stelvio ads on BT Sport during Mexico WRC coverage.,"March 11, 2018"
matty74,Saw a couple at Düsseldorf Airport the other week in the Avis section of the car park and a very nice red one parking up outside a cafe in El Cotillo Fuertaventura just nowSent from my iPhone using Tapatalk,"March 14, 2018"
matty74,"Blimey ... another one today on the way to Corralejo today Cicar rental ... Grey (Vesuvio perhaps) ... rental is cheap over here, I should’ve paid a bit more perhapsSent from my iPhone using Tapatalk","March 15, 2018"
Alfamack,"Red one on the A500 coming out of Hanley yesterday evening rush hour. Looked good and really liked the lights as he was behind me... although not for long as he headed up towards the M6, J16.. MM67 bought from Mango's","March 16, 2018"
jonswan,"I saw a black Stelvio in Morocco last week, heading towards Marrakech. Funnily enough, when there in Dec 2016 I saw my first Giulia - a white one, which was the first in the country. I also saw two Giuliettas in Marrakech, one white (and clean too) and one black.","March 18, 2018"
cue2,Geneva show Wednesday.Prod the thumbnail to view the right way up!,"March 18, 2018"
alfabeat,Saw my first ever Stelvio today. Red one driving through Goodrich village! Looked great.,"March 19, 2018"
Alfamack,"2nd one on Tuesday. Red and must have been a Man U supporter... MUxxFAN, on Weston rd in Crewe.","March 22, 2018"
GTV_Slave,Saw a black Stelvio on Vicarage Farm Raod in Heston a couple of days back - lady driver.,"March 22, 2018"
dan_vdp,Stelvio in Vesuvio Grey spotted in Morzine yesterday. Really looked the part in an area frequented by German 4x4s!Sent from my iPhone using Tapatalk,"March 22, 2018"
jparkin486,Alfa red Stelvio on the M4 westbound between Swindon and Bristol. Standing out from all other SUVs :thumbu p:,"March 23, 2018"
smarty156,Grey Stelvio heading into Bluewater shopping centre at 9am this morning. Looks very nice in that colour.,"March 25, 2018"
TheGrimJeeper,Saw the camouflaged Nurburg ringer yesterday.,"March 25, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
cue2,I didn't notice the eyeliner at Geneva!,"March 25, 2018"
TheGrimJeeper,"Essen, not Geneva.","March 25, 2018"
cue2,Und trinken?Just wondered if there's more than 1 of them. They could at least have displayed it/them at a rakish angle like banking.,"March 25, 2018"
TheGrimJeeper,Maybe something cracked in transit...?,"March 25, 2018"
cue2,I thought Sabine was in the Transit?,"March 25, 2018"
Squadrone Rosso,"I thought this Stelvio was described as a road going cars when the record fell?It has a full cage, most of the panel gaps & intakes are taped over & the interior isn’t, well, complete!","March 26, 2018"
Ruskins,"That's normal for ""production car"" records on the ring. That cage probably makes it weigh more than the standard car.","March 26, 2018"
cue2,"A White one on the m25 in Dartford. Driver looked like he could have been a car salesman, so I just checked the stock at Ancaster;Used Car Results Alfa Romeo STELVIO | London, Kent, Surrey | Ancaster GroupThat'll be why...","March 27, 2018"
David P,A 181 T Red Stelvio in Bandon :WAVE:,"March 27, 2018"
ianrm,Close encounter this evening. An Alfa Red behind me in the queue to join the M1 northbound at Hemel Hempstead.,"March 29, 2018"
David P,A White Stelvio in Dan Seaman Motors.,"March 29, 2018"
cue2,Went without a hitch. Unlike the Volvo.,"April 1, 2018"
Squadrone Rosso,"It was the only one that didn’t have bits falling off it too.Clearly, the TSB regarding the early cars ability to she wheel arch liners / protectors.Well done Alfa.","April 1, 2018"
Andy Bowden,"I've been in Italy since Wednesday, including a drive from Torino to Cervinia, and I've only seen one Giulia, but 4 Stelvios. Or should that be 4 Stelvii?The Stelvio does seem to be outselling the Giulia.Andy","April 2, 2018"
aspender,Three months and 3k of driving in my Stelvio and I've only just seen my first other one in the wild. Alfa Red on Chequer St in St. Albans this evening. I was the Misano Blue going in the other direction :happy:,"April 3, 2018"
Ruskins,Spotted one in the wild! Near Wallingford last night a red one.,"April 5, 2018"
cue2,I think I've seen the red one.,"April 5, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
stuartm2007,Red one in Haywards Heath last week.Monte Carlo blue diesel in Madonna di Campaglioni 3 weeks ago.,"April 9, 2018"
aspender,"Vesuvio Gray parked up in Stanborough, Welwyn Garden City","April 10, 2018"
jparkin486,Misano blue Stelvio on the M4 near Newbury this afternoonWondered if it was as Papa Smurf having a trip down to that England place!Julian,"April 10, 2018"
ianrm,White one this evening on the M25 anti clockwise between Waltham Cross and Potters Bar.,"April 10, 2018"
PapaSmurf,Afraid not. Still up here in Sunny Scotland,"April 10, 2018"
smarty156,Red Stelvio coming up West Hill in Dartford this morning.,"April 16, 2018"
mgslusso,"I saw my first Stelvio in Edinburgh on Tuesday evening. Diesel version in Alfa Red, looked really good.","April 19, 2018"
TheGrimJeeper,Black one. PHWOOOOOAR!,"April 25, 2018"
PapaSmurf,Full Gangsta.,"April 25, 2018"
smarty156,Dark grey or dark blue Stelvio on a private plate through Dartford this morning.,"April 27, 2018"
cue2,Alfa Red one in Shoreham.,"April 29, 2018"
bigalstosh,Alfa Red Stelvio on the A6 just outside Chapel-en-le-Frith on Friday evening. First I have seen; looks the part.,"April 29, 2018"
Ruskins,Grey one parked in Reading Station Multi-story CP this morning.,"May 1, 2018"
cheesemaster,"Monday - M25 clockwise around the M4 junction area - Dark Grey. Looks really smart and stood out a mile.That takes me up to three in total (outside of dealer showrooms). I've seen SO many more Maserati Levantes than Stelvios. Hell, I've seen more Bentley Bentaygas. What on earth are people doing!","May 2, 2018"
smarty156,"Red Stelvio yesterday in Hextable, Kent. Maybe the same one as I saw in Dartford?","May 3, 2018"
JTD_Liam,"I've seen three Stelvio's on the road so far too - one blue on the M6 in Staffordshire, one red on the M1 in South Yorkshire and a black one near Bicester in Oxfordshire. Seen 8-10 Levante's though. It's weird that despite it being more expensive, with a less positive set of press reviews and an even smaller dealer network, the Levante seems to be doing better. I suppose it was launched a bit before the Stelvio but I saw several on the roads pretty much straight away whereas the Stelvio is nowhere to be seen. A lot of Giulia's appearing now though, which is good - particularly 67 & 18 plates :thumbs:","May 3, 2018"
jparkin486,A montecarlo blue Stelvio stuck in the big traffic jam west bound on the M62 this afternoon.Hope you weren’t delayed too long,"May 5, 2018"
David P,"The Stelvio/Giulia ad featuring the ""Wicked Game"" track during WSB coverage from Imola on Eurosport.","May 14, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
osney,"In the past couple of months I've seen two Maserati Levantes, and yesterday morning I saw a Bentley Bentayga (stupid name for a daft car) on the A92 from Dundee to Glenrothes. Yet to see a Stelvio outside of a showroom, although I have now seen two different Giulias. Perhaps I need to get out more.","May 17, 2018"
matty74,VG Stelvio on A55 near Rhyl yesterday heading towards Conwy ... I was on the opposite carriageway in my camper. Saw a VG Giulia earlier that day tooSent from my iPhone using Tapatalk,"May 29, 2018"
Alfamack,"Weston roundabout, Thursday afternoon about 5pm, just outside Crewe travelling towards J16 of the M6.Nice silver/grey colour and a very happy looking lady driver.","May 29, 2018"
Biscione1750,"Thursday afternoon, red Stelvio in Bracknell Waitrose parking lot.","June 3, 2018"
scaryshark,Funnily enough I'm just hopping over from the Giulia section to say that I saw a blue Stelvio on the A92 today!First ever Stelvio I've seen on the road other than people taking them out for test drives when I went to pick up my car a few months ago,"June 4, 2018"
markies,"Aside from my own, I have seen a white one on A421 last month, A red one heading south on A1 nr Newark a week ago and a black one in Royston","June 5, 2018"
osney,Are you a Fifer then? Or sensible and just passing through...,"June 6, 2018"
markies,Red Stelvio in Banyan's Car Park Royston today.,"June 7, 2018"
mgslusso,Monte Carlo Blue Stelvio spotted in Gullane yesterday (Also saw two Giulias an hour before heading north on A1 just south of Edinburgh).,"June 8, 2018"
cue2,"Spotted one from inside. My wife and I test drove a nice blue Milano edition. Pretty impressive drive with the 20"" wheels and faultless auto trans even for my wife who doesn't like autos. It's on the list!","June 9, 2018"
alfadick,"Stelvio,before turning to Sheernes/Maidstone,grey 18 reg.","June 9, 2018"
Biscione1750,Which blue was it? I'm pretty much decided on Monte Carlo blue i.e if I actually buy the car.I'm dropping the 4C for service and they have promised me a Stelvio as a courtesy car.,"June 9, 2018"
cue2,The blue was Misano.Nice.,"June 10, 2018"
lussoman,"First two spots for me:1 silver, 1 grey, and both in Funchal of all places.Hopefully it'll be just as long before I see another...","June 12, 2018"
scaryshark,Not anymore! Just visiting the folks,"June 15, 2018"
TheGrimJeeper,Nice Airport: Avis have a good fleet of 'em. :thumbs:,"June 15, 2018"
richardlansom,"Spotted my 1st Stelvio, a dark blue 18 plate in Stratford upon Avon last Saturday. My other half was paying that much attention to it that she stumbled off the kerb.","June 25, 2018"
jparkin486,A black stelvio driving through Wraysbury this afternoon. I was in the red Giulietta behind the AM DBS!!I did a small wave as I had a client with me so trying not to appear mad and waving at passing cars!!,"June 27, 2018"
gazhants,first ever! white stelvio at dibden purlieu / hythe,"July 1, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
TheGrimJeeper,Saw another red one at the supermarket yesterday driven by a bunch of teenagers.60 plate so it was probably one of the rentals from Nice airport!,"July 1, 2018"
matty74,"Spotted my first Stelvio Quad today on the coast road between Agay and St Raphaelin black and looking the part, in a lovely part of the world, despite today’s torrential rainSent from my iPhone using Tapatalk","July 16, 2018"
cue2,"Black Stelvio on the M25.Read the number plate , only to discover why it was a Bristol reg. It's one of the Alfa Fleet Demonstrators.","July 19, 2018"
JoyOfGood,At the 02:30 mark on Billions.,"July 21, 2018"
paddypower205,At last! I finally spotted a Stelvio out in the wild that wasn't my own.A nice black one in Banbridge Town in the County Down.,"July 26, 2018"
TheGrimJeeper,Red QV today. Hubba.,"July 26, 2018"
garethb,Red Q.V. on Italian plates on the M61 Wednesday evening,"July 26, 2018"
dan_vdp,"Misano Blue Stelvio in Lingfield, Surrey on Saturday morning. I was behind in the Giulia for a couple of miles.Looks smart from the rear in that colour.The first I have seen in the wild in the UK.Sent from my iPhone using Tapatalk","August 5, 2018"
David P,"A 182 C Misano Blue Stelvio Milano on Forge Hill, looked stunning on 20"" alloys with yellow calipers.","August 8, 2018"
jparkin486,Another misano blue Stelvio spotted! Was at the A43/M40 junction. On a private plate too.:vs_wave:,"August 9, 2018"
jparkin486,Another misano blue Stelvio spotted! Was at the A43/M40 junction. On a private plate too.:vs_wave:,"August 9, 2018"
jparkin486,"White Milano Edition driving in to Spofforth this afternoon.Beats looking at the masses of Evoques, Velars and Disco Sports round here!!:vs_wave:","August 11, 2018"
duemila,In the past week I've seen about 6 stelvios in Normandy nice to see them on the road,"August 16, 2018"
lussoman,A tank? Or the big ugly brother.Take your pick.,"August 20, 2018"
PapaSmurf,Neither. The car that will ensure Alfa has a future. :judge:,"August 20, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
jparkin486,3 spots today on my trip from Reading to Tadcaster. A montecarlo blue one and silver one on the M1 heading south and a black one on the M18.I doubt you saw me waving from the opposite carriageway so hiya :vs_wave:,"September 24, 2018"
daz1701d,Black Stelvio featured a few times in latest episode of series Billions..... Some good exposure with slow drive bySent from my Redmi Note 3 using Tapatalk,"September 27, 2018"
markies,White Stelvio spotted heading south bound on A1 north beds on Thu morning - I was north bound around 8:45am,"September 28, 2018"
Ruskins,https://club-ottomobile.com/en/december/353-alfa-romeo-stelvio-quadrifoglio.html,"October 2, 2018"
jparkin486,Alfa Red stelvio heading west at lunchtime on the M4 at Reading. Complete with roofbox too.I was just pulling off to go to the Mad Stad.:thumbu p:,"October 29, 2018"
cue2,I saw the red Stelvio last week on the M25 and it didn't have a roof box on it.,"October 29, 2018"
normallybuybmw,White Stelvio parked in Castle Stuart golf course car park yesterday 28/10/2018.,"October 29, 2018"
David P,A Misano Blue Stelvio QF & at least 5 or 6 more Stelvios at the Alfa test drive event today in Corkhttps://www.alfaowner.com/Forum/mee...ce-18th-november-2018-fota-island-resort.html:thumbs:,"November 18, 2018"
TOX1C,Red Stelvio QF in Salisbury this afternoon - about 3:45. Obviously a demo as it was emblazoned with Alfa Romeo Stelvio Quadrifoglio down its flank. Mrs prefers the Giulia!,"November 26, 2018"
markies,Huge wave from Montecarlo blue Stevio on Sat near Ettington about 1pm as I was heading away from the Stelvio QF drive at Caffeine and Machine,"November 27, 2018"
cue2,"I saw three Stelvios today. But that's because I went to Motovillage to take a look with a view to buying one. The scale is deceptive in that it seems smaller before you're right next to it!My wife and I have already driven it and we are looking to go down to one car, replacing the Giulietta and Kuga. It fits the bill. So it's a case of choosing the colour and spec...","December 2, 2018"
virtualm,"Comp red Stelvio QF spotted this morning! First one I've seen, very rare moment. I was in Uckfield coming out of the ESN hotel, anybody on here? I was in my Giulia QF but didn't exchange a wave as the Stelvio was crossing a roundabout in the opposite direction to the way I was going.","December 13, 2018"
David P,"There's a ""Giulietta spotted"" threadhttps://www.alfaowner.com/Forum/alfa-giulietta/240265-giuliettas-spotted.html","December 15, 2018"
Gator1,Super! will re-quote. Thanks.,"December 15, 2018"
markies,Was warmly complimented on the beauty of the Stelvio by a gentleman filling his A5 at Asda in Leamington on Sat morning. To say he was enthusing would be an understatement,"December 16, 2018"
cue2,I look forward to this experience from the middle of next week.,"December 16, 2018"
cue2,We have taken our pick. SUV it will be.,"December 16, 2018"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
markies,Bet you can't waitEnjoy cue2,"December 17, 2018"
markies,Agreed the Stelvio isn't as pretty as the Giulia on 1st looks but the more you look at it the more you realise is the prettiest SUV on the road.Like all things subjective though - it's a matter of personal taste. We don't all like mushrooms on our pizza - or even pineapple,"December 17, 2018"
markies,If any of you are on twitter - check out@Themudlifeukthe dirtiest coolest looking Stelvio pics I've seen to date,"December 17, 2018"
jparkin486,Montecarlo blue Stelvio heading west on the M4 near Membury services around lunchtime today. It had roofbras fitted.Maybe cue2 sticking some mileage on his new toy now he has time on his hands!!:vs_wave:,"December 20, 2018"
cue2,Not me.Went to Essex to hand in my security pass and I don't remember going in that direction.,"December 20, 2018"
cue2,"Warm silver grey Speciale with roof rails parked on Palace View , Bromley today.","January 23, 2019"
lussoman,"Navy blue one parked up on Beach Street, Lytham, yesterday afternoon.Almost didn't notice it, such is the prevalence of 'S'UVs these days. Pottering around quiet side streets looking for somewhere to park, so I put the Spider in reverse for another look to confirm. The other half was nonplussed, despite her general liking for the brand.","February 3, 2019"
VeloceMitch,"Stelvio heading up Ainsty Road at about 17.30pm last night, couldn't see the colour.Visitor or new owner local to me?","February 4, 2019"
Sweeney70,Yep that was me.FAME AT LAST :cheeky:Picked it up three months ago and live in the Bromley area.My first Alfa and love my Stelvio!!!I had a bit of service work yesterday and got a Giulia as a courtesy car and that was pretty cool too.,"February 8, 2019"
lussoman,"Another dark blue one. Blackpool Road, Preston, near PNE, 11am today.That huge 'mouth' can be spotted a mile away!","February 11, 2019"
cue2,I thought you said the Stelvio looks like all the other SUVs?,"February 11, 2019"
lussoman,You'll find the fronts are generally different in an attempt to maintain their corporate identity...,"February 11, 2019"
cue2,Two Stelvios in the course of a week; one black and the other an Alfa red. Both in central Copenhagen.,"February 23, 2019"
cue2,"Black Stelvio parked in Sundridge Park, Bromley.","March 8, 2019"
lussoman,"Grey one with yellow calipers.Stopped at traffic lights on Garstang Road / St. George's Road junction in Preston, 4.30pm today.","March 12, 2019"
paddypower205,"I spent 3 days in Milan recently. I was hoping to see a lot more Stelvios than normal, and I was pleased that I saw about 10 or more of them. Interestingly, I saw considerably fewer Giulias during the same period.","March 13, 2019"
cue2,I spent the day yesterday at Geneva show with a friend from Rome and he tells me the Giulia has been “a flop” and had the impression the Stelvio is more premium here than in Italy.,"March 13, 2019"
cue2,"Oh and there was a white Stelvio Quadrifoglio parked in the next row to mine in the blue car park at Gatwick yesterday. It had an RE68 registration, I think, which means it’s from Fiat Uk or Thames Slough generally. Looked better plain than the F1 style car on the show stand perhaps.","March 13, 2019"
jparkin486,Montecarlo blue stelvio on the M25 near the M40 junction. It was heading north ( can't say if that was clockwise as I only had a digital watch on!),"March 13, 2019"
cue2,"Saw three Stelvia in a couple of days in Spain last week, and no Giulias. Looks ok.","July 24, 2023"
cue2,Wasn’t me. I’ve got an alibi.,"March 13, 2019"
dan_vdp,Interesting. It would be good to see the numbers. I was told by one of the top Alfa dealers in the UK that they are struggling to sell the Stelvio.Sent from my iPhone using Tapatalk,"March 13, 2019"
