Name,Comment,Date
ranchhouse10,"Autoputzer said:Stick with the 19"" tires in a square set-up. (front and back tires and wheels the same)When I ordered Frau Putzer's X3 xDrive 30i, all-season, non-run-flat tires were an option. They're not, anymore. I've had some X3 loaners with run-flats. BMWoB (BMW of Bubbavlle) has a practice of under-inflating the run-flat tires on loaner cars by about five PSI so people don't' complain about the ride (and buy an Audi the next time around).The gold standard for ""ultra-high performance, all-season"" tires is the Michelin PS A/S 4. They make them in 245/50-19. Try to negotiate having them switched for the OE tires as part of new-car prep. Since the OE tires would be sort of new (never driven by a customer), they might be more willing to take them in trade and use them to refurbish an X3 heading to their used car lot.The PS A/S 4's are probably skewed more toward dry pavement performance than other ultra-high-performance, all-season tires. The Continental DWS06+ might be better in the snow.Having that 19"" square set-up gives you the option of doing a four-tire rotation pattern. That will make all four tires were even and make them wear out at the same time. You should get 60k miles out of PS A/S 4's. Keeping the tread depths the same on all four tires will also reduce the slow, steady wear on your xDrive transfer case clutches. At 35k miles, the average tread depth on all four or Frau Putzer's tires fell within a 0.44/32"" window. That window will approach zero at the end of the current rotation stint.BMW recommends 32 PSI in the front tires and 35 PSI in the rear tires for Frau Putzer's X3 xDrive 30i. X3's have close to a 50/50 weight distribution. That lower pressure in the front is for ride quality, not even tire wear. The pressure difference without a weight distribution difference also means the front tire sidewalls deform more, resulting in a smaller rolling diameter in the front than in the rear. Like uneven tread depths, that causes as small, steady grind on those xDrive clutches. If you can tolerate the ride, I'd try using the same tire pressures front and rear. Non-run-flats at 35 PSI front / 35PSI rear will still ride way better than run-flats at 32 PSI front / 35 PSI rear.The downside of the DWS06+ is that they'd need a lot more pressure to wear evenly than the PS A/S 4's. I've gone through three sets of Continentals, two sets of Goodyears, two sets of Bridgstones, and 5.5 sets of Michelins (six rears and four fronts on an M3). I also dial in my pressures for even tire wear... a process I call ""Tire Whispering."" The optimal pressure varies greatly between the brands of tires.I'll likely go with PS A/S 4's when Frau Putzer's OE Bridgestone Dueler H/P Sport AS's were out.Click to expand...Autoputzer said:Stick with the 19"" tires in a square set-up. (front and back tires and wheels the same)When I ordered Frau Putzer's X3 xDrive 30i, all-season, non-run-flat tires were an option. They're not, anymore. I've had some X3 loaners with run-flats. BMWoB (BMW of Bubbavlle) has a practice of under-inflating the run-flat tires on loaner cars by about five PSI so people don't' complain about the ride (and buy an Audi the next time around).The gold standard for ""ultra-high performance, all-season"" tires is the Michelin PS A/S 4. They make them in 245/50-19. Try to negotiate having them switched for the OE tires as part of new-car prep. Since the OE tires would be sort of new (never driven by a customer), they might be more willing to take them in trade and use them to refurbish an X3 heading to their used car lot.The PS A/S 4's are probably skewed more toward dry pavement performance than other ultra-high-performance, all-season tires. The Continental DWS06+ might be better in the snow.Having that 19"" square set-up gives you the option of doing a four-tire rotation pattern. That will make all four tires were even and make them wear out at the same time. You should get 60k miles out of PS A/S 4's. Keeping the tread depths the same on all four tires will also reduce the slow, steady wear on your xDrive transfer case clutches. At 35k miles, the average tread depth on all four or Frau Putzer's tires fell within a 0.44/32"" window. That window will approach zero at the end of the current rotation stint.BMW recommends 32 PSI in the front tires and 35 PSI in the rear tires for Frau Putzer's X3 xDrive 30i. X3's have close to a 50/50 weight distribution. That lower pressure in the front is for ride quality, not even tire wear. The pressure difference without a weight distribution difference also means the front tire sidewalls deform more, resulting in a smaller rolling diameter in the front than in the rear. Like uneven tread depths, that causes as small, steady grind on those xDrive clutches. If you can tolerate the ride, I'd try using the same tire pressures front and rear. Non-run-flats at 35 PSI front / 35PSI rear will still ride way better than run-flats at 32 PSI front / 35 PSI rear.The downside of the DWS06+ is that they'd need a lot more pressure to wear evenly than the PS A/S 4's. I've gone through three sets of Continentals, two sets of Goodyears, two sets of Bridgstones, and 5.5 sets of Michelins (six rears and four fronts on an M3). I also dial in my pressures for even tire wear... a process I call ""Tire Whispering."" The optimal pressure varies greatly between the brands of tires.I'll likely go with PS A/S 4's when Frau Putzer's OE Bridgestone Dueler H/P Sport AS's were out.Click to expand...My question has to do with the spare tire kit. Considering a '24 X5 4.0i. I assume this comes with a compact tire. I want to switch to non RFs. Would it be possible to get a cheap rim and tire for a full size tire for a spare? I drive in places where there will be few dealers or shops that carry run flats.","March 19, 2023"
G12rookie,"rick47591 said:Before you decide on a tire when ordering your next BMW, I urge you to go totirerack.comand look at the factory OEM tires for each size offered. What you'll find is that 19"" all weather tires have a speed rating symbol of H which is 130mph. When you go up to 20"" tires, the speed rating symbol of W which is 168mph. BMW will adjust your top speed based on your tire symbols & size. BMW told me this how they determined which vehicle received a higher top speed.Since I have a heavy foot, I went with the 20"" wheels to ensure my X3M40i would be given a top speed of 155mph. Otherwise I would have been given a 130mph top speed had I chosen the 19"" all weather tire.Click to expand...I think you forgot to mention that in the US, BMW also equips with ""summer"" W-rated tires for 19"" wheels (this is what I have and with increased top speed limiter), which is the Bridgestone Alenza 001. Some had Michelin latitude sport 3 zp which is also a summer tire and W-rated.","March 22, 2023"
Autoputzer,"The X3 M40i with 19"" wheels comes with either performance or all-season (probably H speed rating) tires.","March 22, 2023"
valzat,"Autoputzer said:You assume wrong. A compact spare is a $250 option on the X5 40i. It's the biggest bargain on the options list. It fits under the cargo area floor. A full-size tire and wheel will not fit in the spare tire compartment and would take up most of the cargo area floor.I'd go with the 20"" wheels in asquare set-up, and replace the OE run-flat, all-season, touring (low performance) tires as part of new car prep', and sell them like Magile did (Post #8).There's a big market for ""take-off tires"" from new BMW's. 55% of new BMW's are leased, and it's hard to get 36k miles out of run-flats and still meet BMW FS's 4/32"" minimum tread depth requirement at lease turn-in.I'd replace them with Michelin PS A/S 4's (non-run-flat, all-season, pretty-good-performance tires) if you don't see snow or freezing temperatures.If you see just a little snow, stick with an all-season tire more skewed toward snow performance than the PS A/S 4.If you do see significant snow, think about a dedicated winter tire and wheel set, as shown onShopBMWUSA.com, and treat yourself to some non-run-flat, summer, high-performance tires.If you specifically want a full-size spare tire, get a matching tire, wheel, and TPMS sensor, and do a five-tire rotation pattern (LF > SP > RR > RF > LR > LF). With a five-tire rotation pattern, you'd get 75k miles out of a set of 60k mile all-season tires, or 50k miles out of a set of 40k-mile summer, high-performance tires. 70k miles is about when the average new car buyer replaces their car. If that's the case with you, you could sell the car with five mostly worn out tires, instead of with four almost new tires. For this to make financial sense, you'd have to wear the tires out before they age out (six years in service).Even it you go with a full-size spare, still get the OE compact spare. It's not much more than a jack would be over the BMW parts counter.You should rotate your tires often enough to put each tire in each position twice. So, divide the expected tire life by eight fo the rotation stint duration. A set of 60k-mile all-season tires should be rotated every 7500 miles.High-performance tires wear really fast when new. So, divide the expected tire life by 7.5 to determine the duration for the 2nd through 8th rotation stints. The first stint should be half of that. A 40k-mile set of summer, high-performance tires should be rotated at about the first 2700 miles, and then every 5300 miles after that.Click to expand...Hi there....I have a 2020 X3M40i and need tires. I currently have a staggered set up RFTs on 20"" summer tires. There are so little options. What I am gathering from this thread, is that more options are available is you go non-RFT is a square set up? Does this void the car warranty? I live in Nevada and we get snow and below freezing! Also, I have noticed that RFT tires have no tread warranty. I was hoping to get all seasons but there are none avail. for staggered 20"" that I have seen.","July 28, 2023"
LarryNC,"Thanks - I plan to do oil changes and tire rotation every 5,000 miles. Appreciate your response!","July 29, 2023"
rpopeney,Any news on when the 2024 will rollout?,"July 28, 2023"
kavatski,Production for the next model year usually starts in August. Haven’t seen anything yet that would suggest this year will be any different.,"April 23, 2023"
ToothPimp,HiI wanted to piggyback on this. I’m looking at getting an X3 M40i.Will the 2024 model year have any changes from the 2023?The only info I found is the in car display screen will be bigger.Thanks in advance,"April 29, 2023"
rpopeney,"ToothPimp said:HiI wanted to piggyback on this. I’m looking at getting an X3 M40i.Will the 2024 model year have any changes from the 2023?The only info I found is the in car display screen will be bigger.Thanks in advanceClick to expand...It's the next generation w/ 2023 being last year of current run. Like BMW some modest styling updates and supposedly slightly larger. With most new gens, the engines are also tweeked so expect a modest HP increase on the gas engines","April 29, 2023"
rpopeney,"It's the next generation w/ 2023 being last year of current run. Like BMW some modest styling updates and supposedly slightly larger. With most new gens, the engines are also tweeked so expect a modest HP increase on the gas engines","April 29, 2023"
jeshaw81,"Autoputzer said:New BMW models (platforms) come out randomly during the year. They seem to come out when they're ready. Within an existing platform, new model year vehicles usually start production in the third quarter (July-September).Here's a link from another BMW forum that has a production schedule thread, with the original post being continuously updated. It's proven to be fairly accurate over the years.Future BMW model information (7post.com)It says that the next generation X3 (G45) will start production in August 2024. That means that there will be a 2024 model of the current generation (G01). Since the 2024 (G01) X3 is the tail-end of the production cycle, don't expect many changes.Interestingly, the thread says that the current 3 Series (G20) will remain in production until February 2027. I'm planning on grabbing a 2024/5/6 330i if/when they put the front passenger power lumbar support back. I'm not buying a $50k car without two good front seats.Click to expand...This is the information I was looking for and you confirmed it. The 2024 model available for order as of today (28 July 2023) will still be G01. Good information. Now I won't feel that I've ordered just before the new G45!","July 28, 2023"
Buddya,"I've had a streak of bad luck the past couple of years on the road with my X3 - pebbles hitting the windshield then causing a crack to form. At age 66, this is the first time, in very long time that this has happened - two years in a row. Is it the design of the X3? Anyone else had this experience?","July 27, 2023"
Closem Joe,"Nay Budda. Just as you say, bad luck!If you have comprehensive coverage on the car, the windshield should be covered by your auto insurance. Maybe with no deductible!","July 15, 2023"
Buddya,Gotcha. I did wonder though. Insurance covers 500 bucks - that's it. : (,"July 15, 2023"
Z4530i,Was it replaced with cheap Chinese made glass? That might be part of the problem.,"July 15, 2023"
Buddya,"No. The first time was the original windshield, then replaced by a BMW dealer (very expensive) - which I reckon was their own BMW part. This time I am going with Safelite for the replacement. Recalibration to be done by a BMW dealer.","July 15, 2023"
Gamersubz,If the crack isnt that big its repairable.,"July 15, 2023"
Closem Joe,"Having owned several insurance agencies in my past working life, I've not heard of an insurance company limiting your glass replacement to only $500. But, I've been retired for awhile so anything is possible.","July 15, 2023"
Buddya,"Oooooo... it's big. Definitely not repairable. But in the future, I will be traveling with some clear nail polish as part of my car emergency kit.","July 15, 2023"
Z4530i,Happened to me with USAA insurance. They kept insisting I use Satellite on my 2012 BMW X3 35i (around 2016/7). They only use Chinese glass. Chinese glass had been noted for being wavy and dimensionally out of spec (not to mention other issues). I finally got USAA to allocate a dollar amount (four hundred dollars plus). I selected a highly rated local company and got PPG glass.,"July 16, 2023"
Buddya,"Whoa. Yup, I have USAA. The amount is now 500 for a windshield. Last year BMW of San Francisco charged me 2,951 for a new windshield. I don't have that money to spend each time a windshield gets cracked! Whew. I'm going to roll the dice and try Safelite. Thanks for your input. Much appreciated.","July 16, 2023"
mwhayden,"I have Farmers and pay an extra $30.00 for OEM parts, this includes glass. I had to replace mine and the total was just around $2000.00. Insurance paid the full amount. I dumped USAA years ago. Farmers is sightly cheaper for me than USAA.","July 16, 2023"
Doug Huffman,"Whoever does the work, have the BMW Service Center write the contract. BMW TIS windshield glass instructions are quite meticulous as the glass is integral to BMW extreme body stiffness and brittleness - perhaps why off-brand glass cracks.","July 17, 2023"
Closem Joe,"Doug, by write the contract did you mean that they will be telling the company that will be installing the glass, to buy TIS glass and how to do the job? Good luck with that!","July 17, 2023"
Doug Huffman,"Write the work order authorization like -Customer States: Cracked broken windshield. Replace.. You are authorizing BMW to do the work in accordance with their procedures, regardless of who turns the wrench. BMW is bound by the states consumer protection laws for goodworksmanship (following procedures) and parts merchantability (correct replacement part), regardless of who turns the wrench. Perhaps your personal attorney at law might explain consumer protection. I-ANAL","July 17, 2023"
Buddya,Good to know. Thank you.,"July 17, 2023"
Z4530i,"If you have specialty glass, such as the “sound glass” that BMW offered, Satellite doesn’t offer that, so USAA should cover a OEM replacement In that case. USAA has gone down hill since around 1999; especially over the last ten years.","July 17, 2023"
mwhayden,"I agree, USAA is not very veteran friendly and certainly gone to hell in a hand basket. I could tell you stories but that is for a different forum.","July 17, 2023"
oldtider,"replaced two heads-up on X1, one OEM with BMW store other at Safelite……no difference.","July 18, 2023"
Doug Huffman,"That you can see, that you can yet see.","July 18, 2023"
Buddya,"I've had a streak of bad luck the past couple of years on the road with my X3 - pebbles hitting the windshield then causing a crack to form. At age 66, this is the first time, in very long time that this has happened - two years in a row. Is it the design of the X3? Anyone else had this experience?","July 27, 2023"
cyclone7,"Curious, I feel your pain. Almost every single time I take my '12 528 out it gets hit on the windscreen with something. It's like a freaking rock magnet. None of my other vehicles do this. Even my wife has noticed this. Sure seems unusal.","July 18, 2023"
oldtider,"It’s been a while, OEM are softer, more proned to those little crystal pits you see…..$3k vs 1k, I like the odds","July 18, 2023"
Marracoonda,Sorry to hear about your windscreen problems Buddya. I had a run like that in my X4 with roadworks gravel. Lost two in just over 12 months; luckily insurance covered BMW dealer replacements on my insistance. I now carry a windshield repair kit with UV hardening lamp to stop the crack running.,"July 19, 2023"
