Name,Comment,Date
bzcat,Seems like the time for this has passed and it is about 5 years too late with EV Macan just around the corner.,"March 22, 2022"
TangoRed,The EV Grecale will be arriving within a year of the EV Macan. It’s fine.,"March 22, 2022"
6cylVWguy,Good timing--I just got an invitation from the local dealer to reserve a First Edition of this. It's not bad looking in the photos.,"March 22, 2022"
Mazda 3s,🎶The best part of waking up is Grecale Folgore in your cup🎶,"March 22, 2022"
Raguvian,"Man, tough crowd. I really like this. Between this and the Macan and other offerings I think this segment is probably the best one to be shopping in for a daily driver.","March 22, 2022"
kä_käferbär,LOL don't be shook by the prima donna would-be know-it-all b:tches around here who will absolutely complain about anything and everything.,"March 22, 2022"
Vrucizzy,I came into this thread with no expectations and I surprised myself by how much I like it. I'm still not sure what just happened. Ha.But I did notice it looks to have the same ground clearance as my GTI so there's certainly little utility about it.,"March 22, 2022"
M Diddy,100%I like what Masserati is doing here. They're finally starting to think out of the box a bit. The MC20 is the perfect example.,"March 22, 2022"
CTK,"I knew it had a doppleganger!This thing seems so insanely redundant.... best of luck to Maserati, can't see who's gonna jump on this over the other dozen similar offerings but w/e","March 22, 2022"
Doughynuts,"Really like the design. A lot more powerful than the current Macan GTS which is essentially the Turbo. I can see people getting this for the power alone, also to be different from the other competitors in the class. But doesn't Maserati have poor reliability and resale value?","March 22, 2022"
Darepoole,Yeah I'm pretty sure they are notorious for being turds but that's just what I've heard,"March 22, 2022"
TangoRed,"So what, are they supposed to just stop making cars? Every new vehicle is a chance to improve their reputation. The launch of the new Grand Cherokee still has me weary of pre-Stellantis projects but I guess we'll see what happens. You'd think they'd put their A team on this car given Maserati is Stellantis' only global luxury brand.","March 22, 2022"
Senior Member,"Looks nice, but why would anyone need this much power in an SUV.","March 22, 2022"
emdnrteonPTK,"Looks like an Italian E-Pace/Macan which is a good thing.The black interior photos don't really do it much justice as the light version looks great. Plus, I'm not seeing any Chrysler/Dodge in it, so it can at least try to stand on its own.","March 22, 2022"
NoXenons,"No physical HVAC controls, no care.","March 22, 2022"
kä_käferbär,"It's cool if you're unimpressed, but writing it off as redundant or irrelevant is a bit absurd. They sell in markets other than NA, and it's pretty obvious Maserati is trying to preserve its core Italian design and desirability, while finally getting a lot more into the 21st Century. Hopefully the Stellantis merger will transform their quality and ownership experience enough for markets like NA.","March 22, 2022"
Wimbledon,"I like the styling.If the Grecale EV drives anything like a Stelvio, which it should given that it’s on the same platform, this is probably my next car.But I’m waiting for more details on the EV version. Compared to a Model Y, the Grecale EV has to be compromised because the platform was not designed as an electric vehicle. What will that compromise mean for performance? But in other respects this is more appealing to me than a Model Y.","March 22, 2022"
CTK,"I thought this was just the 500HP firebreather. That one seems redundant to me. The base mild hybrids seem a little weak... should have been PHEVs. The EV is interesting. But again, if there's a Stelvio version for 10-20% off......... what's the draw? I guess we will see what happens.","March 22, 2022"
Doughynuts,"Of course the hope is that they continue to improve. But a poor track record is very difficult to overcome. Putting out a new shiny piece of turd only digs the hole deeper.EDIT: this is not to be misconstrued as a statement that its a turd. Like I said, I like it. Hopefully it turns out not to be a turd because more competition is always good for us enthusiasts.","March 22, 2022"
CTK,I dont think anyone is looking to end the livelihoods of everyone dependent on Maserati's successBut theyve spent decades giving us good reason to be skeptical of anything they do. You dont forget all that the moment they come out with something that looks promising.,"March 22, 2022"
ImpeccableNEW,"Looks toyotaish, without the reliabilityCUV makers should share tailight tooling many look near similar","March 22, 2022"
Senior Member,"In pics a lot of cars/SUV's look ""similar"", but when you see one of those coming at you from a distance you'd be ""what the heck is that""","March 22, 2022"
too_slow,Interior looks like a cross between a 2021 MG and Jaguar.,"March 22, 2022"
too_slow,And the exposed horizontal chrome garnish with the offset rear camera. I can’t unsee that,"March 22, 2022"
Mannywhan,Still rocking the pepboys chrome vents.,"March 22, 2022"
DrivinAW8,Extremely incongruent styling. The Portholes suck. I kinda like the interior but in black it’s drab. Good luck to the also-also ran.,"March 22, 2022"
ImpeccableNEW,come to think of it the headlights do look jaguarish,"March 23, 2022"
Canaletto,"Did they say what the redline of the Nettuno V6 will be in this? Because if that sucker still goes to 8K rpm, I'm actually kind of interested.","March 23, 2022"
SJ_GTI,Considering the timing of when it is coming out (later this year) their timing couldn't be better. They will sell every single one that they make at MSRP (or possibly higher).,"March 23, 2022"
ghost03,"Anybody know how we're supposed to pronounce it? Carwow guy said ""Grey-call-ee"" but that doesn't seem right to me. I would've guessed something more like ""Greh-call-ah.""","March 23, 2022"
ice4life,In the tonale forum they implied this thing was the size of a levante. It's clearly smaller like I thought.,"March 23, 2022"
Cr4shT3st,"if this is the first BEV on the giorgio platform, I'm interested. I expect it will be hard to justify on paper vs. a Mach E but I'll be test driving one for sure.Also - I'd take the cheaper and slightly slower Stelvio EV if it was an option.I am even more interested in how the BEV Gran Turismo drives.","March 23, 2022"
rs4-380,"If this is somehow related to the supply issue in the market I do not agree. New cars will have the same supply constraints (in fact, even more then existing models). Hell it's already been delayed because of the 'chip shortage'Not to mention their timing is horrible. The time for a sporty CUV was 5 years ago. The market is super saturated at this point. The car isn't going to see just because it's new, there will still need to be demand for it and I personally don't see where that demand is going to come from. I'm sure they will sell well compared to other Maserati's just based on the fact they should (theoretically) be less expensive, but in any kind of numbers to threaten the established players? No way.","March 23, 2022"
TangoRed,"No Stelvio BEV is on the horizon. They'll get replaced by EV vehicles on STLA Large platform.rs4-380 said:If this is somehow related to the supply issue in the market I do not agree. New cars will have the same supply constraints (in fact, even more then existing models). Hell it's already been delayed because of the 'chip shortage'Not to mention their timing is horrible. The time for a sporty CUV was 5 years ago. The market is super saturated at this point. The car isn't going to see just because it's new, there will still need to be demand for it and I personally don't see where that demand is going to come from. I'm sure they will sell well compared to other Maserati's just based on the fact they should (theoretically) be less expensive, but in any kind of numbers to threaten the established players? No way.Click to expand...I don't think Maserati is expecting to sell these in huge numbers given these will be priced at a premium, but I disagree they won't be able to carve out a niche. I seriously doubt they won't be able to sell the models they make as there is more demand than supply across the segment. It's not like they didn't do any market research before launching this vehicle. In any event, it will be one of the first EV offerings in this class when the Folgore model drops.","March 23, 2022"
Ark6,Don’t you have a tuned GLC 63?,"March 23, 2022"
rs4-380,"I'm sure they will sell what they make (everyone is selling everything they make right now). And you are right in that it's much easier to sell a cuv then anything else right now, so that's a plus. I'm just not convinced people are going to seek out this vehicle.","March 23, 2022"
Senior Member,"Yes, but It's only 469hp stock.","March 23, 2022"
emdnrteonPTK,"I think: Greh-Chah-Lay. It would be how the Carwow guy pronounced it IF there where an H next to the C, which there is not. Overall, not the prettiest-sounding Italian name, IMO.","March 23, 2022"
JackStraw79,"My thoughts- Gray-cah-lay is correct unlike pronouncing the great pork product guanciale ""gwan-chah-lay"". Your pronunciation would be spelled Greciale.","March 23, 2022"
tincanman99,How is Maserati reliability? Is it more like Alfa or Porsche?,"March 25, 2022"
PLF8593,mazeratis are all ugly,"March 25, 2022"
PLF8593,it’s more like Fiat,"March 25, 2022"
TexinKC,"LOL, just playin. This one may not be the prettiest but by and large, they are quite stylish.","March 25, 2022"
TangoRed,Some beauty pics:,"March 25, 2022"
Cr4shT3st,"The only model I have looked into or talked to owners about is the Gran Turismo and they are pretty robust. The motors are solid and the ZF transmission is ZF. The later ones are especially trouble free. Supposedly better to own than an XK or F type, but not quite 981.I know someone who moved from a Cambiocorsa Coupe to the GT and his comments are ""the GT is daily-reliable, more comfortable but less special feeling."" Having been in a 4200 coupe - that means the GT doesn't feel like a kit car. The 4200 feels like an early 355 in terms of build quality, or consistency. The GT is a modern car.","March 25, 2022"
Wimbledon,"Given this model is on the same architecture as the Giulia/Stelvio, and shares (I believe) the same 4-cylinder engines as the Giulia/Stelvio, reliability should be similar to a Giulia/Stelvio. That said, I've heard that the last few years or so of Giulia/Stelvio have presented fewer problems.If you choose the 6-cylinder model that shares the engine with the MC20, I don't think anyone knows yet how reliable that engine will be. Anyone here a Maserati tech and might know what service is going to be like on that engine?","March 25, 2022"
TangoRed,The big wildcard is that these are running on an updated electrical/software architecture.,"March 25, 2022"
PLF8593,"no, they are by and Large the epitome of gaudy. Blingy flashy trash","March 25, 2022"
andlf,"...like Speciale.It's probably just a simpleGruh-Cah-Leebut I could be wrong also.BTW, most reviewers mispronounce Urus and say Your-us.","March 25, 2022"
Uber Wagon,"Mazda 3s said:View attachment 169318View attachment 1693192023 Maserati Grecale revealed with 523-hp twin-turbo V6 - AutoblogThe 2023 Maserati Grecale is positioned as a smaller alternative to the Levante. Offered with up to 523 horsepower, it's aimed right at the Porsche Macan.www.autoblog.comMaserati reveals its electric SUVMaserati unveiled its new Grecale SUV Tuesday. It's only the second SUV in the Italian luxury brand's history and the first that will be available in an all-electric version. It's an early step toward making the Italian luxury car brand fully electric by 2030.www.cnn.comView attachment 169321View attachment 169325Click to expand...I actually love it! Great job, Maserati.This will definitely be on my shopping list in three years when my S4 lease is up.","March 25, 2022"
KKatso5,"Its most definitely Gray-cah-lay. An e is always a long ""a"" sound...sometimes truncated sometimes not but that long ""a"" sound is always there","March 25, 2022"
Mazda 3s,"2023 Maserati Grecale Trofeo First Drive Review | Entry-level done right - AutoblogThe 2023 Maserati Grecale is the company's most important model in years: it's an attractive, well-designed car aimed at the heart of the SUV segment.www.autoblog.com2023 Maserati Grecale First Drive Review: Bringing the Fight to the Compact SUV ClassThe Grecale SUV will be Maserati's new foundation, and it's a solid one.www.cnet.com","April 5, 2022"
andlf,"I'm not an SUV guy (I like only a few overall) and I, for the most part, don't really care for 5 door hatches, but this hot!","April 5, 2022"
TexinKC,The side profile is a straight up Cayenne copy....,"April 5, 2022"
TexinKC,Not saying I don't like it but maybe get a little more creative?,"April 5, 2022"
tejlab,"andlf said:I'm not an SUV guy (I like only a few overall) and I, for the most part, don't really care for 5 door hatches, but this hot!Click to expand...Looks like a generic SUV and perhaps one that came out in 2015, nothing particularly hot about it, which is a shame given it's supposed to be a Maserati.","August 29, 2022"
Zinhead1,The Grecale is really a slightly longer and slightly fancier Stelvio.,"August 29, 2022"
andlf,That's your opinion. I have my own..II.,"August 29, 2022"
JackStraw79,Will start production next year at the Giulia/Stelvio planthttps://www.motor1.com/news/443317/2022-maserati-grecale-suv-teaser/,"March 22, 2022"
chucchinchilla,Handcrafted Italian Depreciation.,"September 10, 2022"
absoluteczech,:laugh:,"September 10, 2022"
whitejeep1989,"Hopefully, this will be better executed than the Jaguar E-Pace.I think these boutique/exotic European brands are better off going bigger and more expensive, with CUVs, rather than chasing the smaller $399/mo lease crowd.A smaller CUV makes sense for Alfa, with its recent history of FWD hatchbacks.Maserati, however, feels like a bigger leap to a small-ish CUV.","September 10, 2022"
TangoRed,"I think you may be confused on what segment this is playing in. It's a RWD CUV that's sized against the F-Pace, GLC, and X3 (and Stelvio for that matter) but priced like a Macan. The E-Pace is a size down. There's clearly going to be some overlap with the Stelvio Quadrifoglio but this well be an altogether more rounded package instead of going for outright sport. The Grecale is going to quite close to the Levante as well, but that will be rectified when the 2nd gen Levante arrives.","September 10, 2022"
CostcoPizza,Wonder if it will get an 8 or just the 6.I forgot Maserati sold an SUV. I've seen more Bentyaga's I feel like -- no joke.,"September 10, 2022"
TangoRed,"I forgot to add: don't expect the design to be exciting. Maserati seems to be going in bland design directions with vertical headlights. Why, I have no idea. I was told not to post the pictures I've seen, but here are some from allpar that seem to be have been ripped off Instagram:Probably just different variations of 6 cylinder engines.","September 10, 2022"
CTK,Coming for that VWAG cannibalization crown I see.Still pointlessly hoping for the Charger/etc to move to the Guigaro platform. If it's big enough for the next JGC it's big enough for those. Aluminum engine blocks would be good too. V8 Chargers under 2 tons,"September 10, 2022"
ImpeccableNEW,:laugh::laugh:Most gran turismo owners i speak to mention that,"September 11, 2022"
Iroczgirl,Maserati Greywale? :laugh:,"September 11, 2022"
Wimbledon,"I became significantly more interested in the Grecale when I realized that this could basically be a better Stelvio. The driving dynamics of an Alfa Stelvio, with a better interior, and full EV performance? The EV could be my next daily driver when it's released in a few years.Someone was briefly selling Grecale parts on a Polish auction site, so we now have a sneak peak:This rendering is probably close:","January 12, 2022"
Chazwozza,"Man, the styling of this thing is like a Porsche Macan in GTA. Change it upjuuuustenough so you don't get sued.","January 12, 2022"
chucchinchilla,I play all the time and yeah it's truly amazing how R* doesn't get sued. Early on in the game there were clear changes to make it not a Porsche but the latest cars look extremely close. Honestly don't get how they manage it.,"January 12, 2022"
chucchinchilla,Literally said this to myself two days ago when I Saw a Ghibli drive by. Funny to see this quote/thread pop up again a year or two later. Also I still stand by this statement.,"January 12, 2022"
TangoRed,I'm actually looking forward to this car. It looks like it is shaping up to be an Italian entry that doesn't need excuses for once.,"January 12, 2022"
Tomaz,Especially since they are also doing a Trofeo version and EV Version at the same time.,"January 13, 2022"
Wimbledon,Now we know what the interior looks like.And here is the area that is covered up above:,"January 13, 2022"
Galrot,The trim on the B-pillar looks very cheap.,"January 14, 2022"
DrewSXR,"I'm looking forward to it as well. I feel like Maserati gets so much hate on TCL, it's crazy.","January 14, 2022"
Tomaz,its a freakin prototype....,"January 14, 2022"
Galrot,"... With a bunch of what is likely production or close to production parts on it, of which that is one. There is no way they would bother to spend time sculptoring the plastic part and make fittings around the seat belt buckle if it was merely a throwaway prototype part.","January 15, 2022"
Tomaz,"going by your logic... you really think these Door Panels will make it in That color scheme with the read seats?https://www.vwvortex.com/cdn-cgi/image/format=auto,********redirect,width=1920,height=1920,fit=scale-down/https://www.vwvortex.com/attachments/1642132793174-png.148483/","January 16, 2022"
Galrot,"Going by your logic, are you saying that they spend their R&D money to sculptor and make fittings to parts that they aren't planning on using? I guess it's no wonder their products aren't competitive then with that kind of waste.Also ""my logic"" would be that they are planning on using that door panel, not that they are planning on using it in combination with those red seats. I'm saying that they wouldn't spend time and money to develop trims that they aren't planning on using. That B-pillar trim would look cheap regardless of what it is combined with.","January 16, 2022"
CTK,Maybe they will offer a leather b pillar option to satisfy critics who were never gonna buy this in the first placeSent from my SM-G781U1 using Tapatalk,"January 16, 2022"
Galrot,"You are right that I won't be buying one in the first place (regardless of how nice it is), but I think it is interesting that it appears like they will continue with the ""no **** given to details""-approach after they have gotten so much criticism for the exact same things with both the Ghibli and the Levante. You are of course free to not care about details like that though (just like Maserati obviously doesn't).","January 16, 2022"
CTK,Bro it's a ****ing test mule..........................,"January 16, 2022"
Galrot,Bro it's not a throwaway prototype part ... You honestly can't tell that they spent time to develop that piece of trim or are you just trolling?,"January 16, 2022"
CTK,"For all we know they grabbed a base Stelvio b-pillar panel just to cover up the metal. Everything in this photo is subject to change, which makes treating what you see as final production spec idiotic. Like I said.... ""bro it's a ****ing test mule...................""","January 16, 2022"
Galrot,"That's not the Stelvio B-pillar panel though. Also the fitment looks pretty damn good for only they to have been grabbing something and the exact same piece of trim is used in all these late mules that have been photographed. Also how come you don't aggressively question the user that initially said ""Now we know what the interior looks like. ""? Or is it okay to assume it as long as you post a positive remark?But regardless it will be revealed soon enough so you will see that I was right then.","January 16, 2022"
CTK,Where are all these other photos of this interior? The only ones I'm finding are low res with back interiors.Because he just posted photos.......... he didn't offer any opinion on the interiorYea hopefully the car is a total POS so you can be vindicated for a goofy claim you made on the internet.If you don't like Maserati just say that. Dumping on the fit and finish of a test mule and hoping a car fails is BS,"January 16, 2022"
Galrot,"How high res do you really need to see that is the same part?He also claimed we knew what the interior would look like based on those photos. I.e. a idiotic thing to do in your mind.I never said anything about this car failing. I just said that this (obviously production ready) part look cheap. I also didn't say anything about the fit other than it was ""pretty darn good for only they to have been grabbing something"" either, but of course you don't really care about things such as facts regardless. Also I have no troubles admitting that I don't like most of Maseratis modern offerings. Very few appears to do which is of course their problem.All I'm saying is that the part looks cheap (admittedly my personal opinion) and that you will soon see that it is a production part. It's possible that the car will be absolute hit regardless. Or perhaps it will fail. I can't predict that.","January 16, 2022"
Tomaz,Its the Stelvio's B Pilar bruh... Look at the 2 indents . its basically the same (upgraded Platform),"January 16, 2022"
Tomaz,"since were talking ""B Pillars"" here are other manufactures :2021 X32021 Mercedes AMG GLC2021 Cadillac Xt5","January 16, 2022"
Galrot,"It's quite similar, sure, but it differs in minor details.","January 16, 2022"
Wimbledon,"Thanks for posting these. I didn't know these photos existed.The connection to the Stelvio is why I'm excited for this car. The Stelvio's driving dynamics are acclaimed but the car is criticized for its interior. We'll see what the production Grecale interior brings in terms of final materials, but it's likely the higher trim Grecales should be pretty nice inside. Want ICE? The Grecale will have the new 621 hp Nettuno engine from the MC20.We Dive Deep Into Maserati’s New Nettuno V-6The Maserati MC20 has been developed without any input from long-time benefactor and engine supplier Ferrari, and its first all-new engine is impressive.www.motortrend.comAnd for those who want an EV, this will likely be one of the better EVs to drive because of the Stelvio DNA.The EV, called Grecale ""Folgore"" will feature an 800V architecture with a 300kW charging rate--faster than a Taycan--and 3 drive motors (1 in front and 2 in rear).New Grecale SUV targets Porsche as Maserati embraces EVs - EV CentralBy 2024 there will be a battery electric car of every Maserati model, including the new Grecale mid-size SUV due in 2021.evcentral.com.au","January 16, 2022"
Zinhead1,"Wimbledon said:Thanks for posting these. I didn't know these photos existed.The connection to the Stelvio is why I'm excited for this car. The Stelvio's driving dynamics are acclaimed but the car is criticized for its interior. We'll see what the production Grecale interior brings in terms of final materials, but it's likely the higher trim Grecales should be pretty nice inside. Want ICE? The Grecale will have the new 621 hp Nettuno engine from the MC20.Click to expand...The Nettuno is an updated version of the Alfa V6. Hopefully it makes it to the Giulia and Stelvio QV when they are updated for 2023.","January 16, 2022"
CTK,"Respectfully, by who? People go too crazy over fit and finish IMO. (See earlier discussion). I hope those opinions didn't stop you from checking it out in person.","January 16, 2022"
Tomaz,The new Maserati engine is NOT in anyway based on the 2.9LTTV6 from alfa...it may share parts and specs ( as its designed& built by Ferarri/Maserati) but that does not mean its based on it.,"January 16, 2022"
Wimbledon,"I like the Stelvio. And the Stelvio's interior is plenty nice enough for me and wouldn't stop me from owning one. That said, my understanding is that most reviews that compare the Stelvio to its rivals usually score the Stelvio's interior below the others.An example:Porsche Macan vs Alfa Romeo Stelvio: slingshot SUVs twin test reviewCAR magazine UK's Porsche Macan vs Alfa Romeo Stelvio twin-test review: which sporty SUV ticks all the boxes?www.carmagazine.co.uk""Climb inside the Alfa and first impressions are equally pleasing, though closer examination reveals some cheap detailing on the switchgear and gear selector. And it gets worse the lower you go. The bonnet release lever, for instance, appears to be made from one of those curling plastic fish you get in cheap Christmas crackers. Given how frequently you might be asked to lift the lid to show someone that ‘Ferrari-inspired’ V6, you’d think they’d make the lever from something more substantial.""The review concludes that the Alfa is more exciting than the Macan. I'll overlook some interior material choices in favor of a more exciting drive overall, so I'd take the Stelvio.","January 16, 2022"
Zinhead1,"Maserati's All-New Twin-Turbo V-6 Actually Shares Parts with Ferrari and AlfaMaserati is quite proud of itsnew “Nettuno” 3.0 liter twin-turbo V-6and the technical advancements its engineers made. The company recently released some specs on the engine and was quick to note in the first line of the press release that the engine is “100% Maserati."" But after looking at some of the details that's not quite the case.Glancing at pictures of the engine reveals many familiar components. It’s not hard to see the connection to the Ferrari F154 V-8 engine and the Alfa Romeo 690T engine, a V-6 variant of the F154 that's found in the Alfa Romeo Giulia and Stelvio Quadrifoglio.The Nettuno specs list a 90-degree angle for the engine, a match for the F154. A cursory glance of the rear also shows a layout that is very similar to Ferrari's V-8. The 88mm bore and 82mm stroke are a direct match for the F154 as found in the SF90 Stradale. The rev limit of 8,000 RPM is also a match for the SF90, which leads us to believe that development of the Nettuno may have started by removing two cylinders from that engine. The firing order of 1-6-3-4-2-5 for the Nettuno is also the same as the firing order of the F154-based V-6 found in Alfa Romeo vehicles.It sure seems that the Nettuno is a natural evolution of the Alfa QV engine.","January 16, 2022"
whitejeep1989,"Tomaz said:since were talking ""B Pillars"" here are other manufactures :2021 X32021 Mercedes AMG GLC2021 Cadillac Xt5Click to expand...We talking about B-pillars, man?","January 17, 2022"
kraut_pauer79,B-pillars are the new hose clamps.,"January 17, 2022"
Tomaz,I wasnt the one who complained about cheap B Pillars on a Prototype.. My post was just a comparison of Pillars. which oddly looks the same as others.,"January 17, 2022"
whitejeep1989,I was agreeing with you and using your post to highlight the ridiculousness of the B-pillar discussion.,"January 17, 2022"
Tomaz,"Zinhead1 said:Maserati's All-New Twin-Turbo V-6 Actually Shares Parts with Ferrari and AlfaMaserati is quite proud of itsnew “Nettuno” 3.0 liter twin-turbo V-6and the technical advancements its engineers made. The company recently released some specs on the engine and was quick to note in the first line of the press release that the engine is “100% Maserati."" But after looking at some of the details that's not quite the case.Glancing at pictures of the engine reveals many familiar components. It’s not hard to see the connection to the Ferrari F154 V-8 engine and the Alfa Romeo 690T engine, a V-6 variant of the F154 that's found in the Alfa Romeo Giulia and Stelvio Quadrifoglio.The Nettuno specs list a 90-degree angle for the engine, a match for the F154. A cursory glance of the rear also shows a layout that is very similar to Ferrari's V-8. The 88mm bore and 82mm stroke are a direct match for the F154 as found in the SF90 Stradale. The rev limit of 8,000 RPM is also a match for the SF90, which leads us to believe that development of the Nettuno may have started by removing two cylinders from that engine. The firing order of 1-6-3-4-2-5 for the Nettuno is also the same as the firing order of the F154-based V-6 found in Alfa Romeo vehicles.It sure seems that the Nettuno is a natural evolution of the Alfa QV engine.Click to expand...As i said it shares parts and spec's (because both were built by Ferrari engineers) but its not from the same block.","January 17, 2022"
Professor Gascan,Complaining about b-pillar material quality (on a mule no less) is peak Car Lounge.,"January 17, 2022"
Avus,"I am claiming i have the longest ""E"" B-pillar than any of you.","January 17, 2022"
Wimbledon,"New interior photos. Hard to judge the material quality of the B-pillar though.People frequently criticize Maserati (i.e. Dodge Charger) window switches, but those are hidden here:Four tailpipes on this one:","January 25, 2022"
Tomaz,sounds like it has the MC20 TTV6,"January 26, 2022"
Wimbledon,Driving review of the Grecale 4-pot,"February 2, 2022"
TangoRed,Looks good. Now hurry up and get this on the road and release specs for the EV version.,"March 11, 2022"
Venom21,It looks like a Jaguar E-Pace,"March 11, 2022"
CostcoPizza,If you told me this came out in 2016 I wouldn't have batted an eye.,"March 11, 2022"
Galrot,And now it is revealed with the same freaking trim just like it was ****ing obvious it would be for everyone with some freaking understanding of how cars are ****ing developed. What a shock it turns out that the production ready interior in the spy pictures actually was production ready. Who could have foreseen that.So now you two can instead argue how it dosen't matter anyway.,"March 22, 2022"
CTK,I'dlovefor you to explain why it does.........................................................,"March 22, 2022"
Galrot,"I haven't said it matters? That's up to prospective buyers to decide.I'm just saying I thought it looked cheap and then you and others dismiss with it being a prototype, despite that obviously being 100% irrelevant to my comment.","March 22, 2022"
CTK,"So you came back to a thread months later to say ""I told you so"" in an expletive laden rant about something you don't care aboutAlright if you say soSent from my SM-G781U1 using Tapatalk","March 22, 2022"
Galrot,"I said it was up to prospective buyers whether that piece of trim matters. I do however care to show that I was right given how rude and condescending you were.And have you written your 11,445 post because you actually think they matters?","March 22, 2022"
conaero,"So what is everyone’s thoughts on it?I really like it as a daily, 300hp 4 cylinder and a lovely spec all for £55k","August 29, 2022"
conaero,,"August 29, 2022"
mjheathcote,"£55k really?Just thought it would be lots, so completely dismissed it!","August 29, 2022"
